,symbol,display_symbol,name,aliases,shortname,last_price_usd,market_cap_rank,volume_rank,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_3Y_percent,price_change_5Y_percent,price_change_ALL_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,growth_all_time,ccu_slug,image_hash,market_cap_usd,categories
1608,BCV,BCV,BitCapitalVendor,,bitcapitalvendor,0.001111721569368,1514.0,1433.0,-0.67,2.22,-33.73,-49.37,-41.17,-65.98,-57.96,-75.12,-87.41,-88.13,-25.03,37692.0,true,2018-08-02 22:00:00,1021199995.0,1632745606,,true,true,1970-01-01 00:00:00.721630000,bitcapitalvendor,,1135290.0,[15]
1609,AAC,AAC,Acute Angle Cloud,,acute-angle-cloud,0.004532711758361001,1464.0,646.0,-1.35,-12.84,-47.63,-52.1,3.85,-72.21,-67.41,-68.24,-97.68,-97.75,-38.63,367639.0,true,2018-01-20 09:14:29,250000000.0,1632745846,,true,true,1970-01-01 00:00:00.028283500,acute-angle-cloud,,1133178.0,[]
1610,CCRB,CCRB,CryptoCarbon,,cryptocarbon,0.045859478414058005,1510.0,,0.0,0.0,0.0,0.0,0.0,0.0,1200.22,-75.36,-98.38,-98.75,0.0,0.0,true,2017-01-19 23:00:00,24690718.0,1617022651,,true,true,1970-01-01 00:00:00.005528280,cryptocarbon,,1132303.0,[]
1611,EOSDAC,EOSDAC,eosDAC,,eosdac,0.0017072376846740001,1517.0,2316.0,-0.62,3.2800000000000002,-2.31,-24.84,-28.47,-45.13,14.25,-90.87,-98.23,-95.38,4.74,7250.0,true,2018-04-17 20:55:00,660755177.0,1632745846,,true,true,1970-01-01 00:00:00.015186900,eosdac,,1128066.0,[22]
1612,COMBO,COMBO,Furucombo,,furucombo,0.248067152760809,1528.0,965.0,-0.41000000000000003,7.72,-9.88,-50.55,-29.0,-89.44,-86.48,-86.48,-86.48,-82.8,-86.48,1056948.0,true,2021-01-19 14:30:00,4542188.0,1632745846,,true,true,,furucombo,,1126768.0,[15]
1613,PGN,PGN,Pigeoncoin,,pigeoncoin,0.00014960294307100002,1469.0,1049.0,1.44,-12.79,-0.25,-24.76,-7.92,-62.54,208.0,37.16,-78.74,-81.22,301.65,74525.0,true,2018-07-30 18:45:00,7514364865.0,1632745786,,true,true,1970-01-01 00:00:01.271800000,pigeoncoin,,1124171.0,[]
1614,UFARM,UFARM,UniFarm,,unifarm,0.029121802103364004,1512.0,2674.0,-0.8,0.07,4.38,-61.41,-41.15,-80.09,-80.09,-80.09,-80.09,-84.13,-80.09,178.0,true,2021-05-05 06:35:00,38375919.0,1632745786,,true,true,,unifarm,,1117576.0,[]
1615,BLK,BLK,BlackCoin,,blackcoin,0.018336200495228,1523.0,1857.0,-0.65,5.14,-5.21,-77.48,-54.37,-74.04,-50.81,-76.74,-46.19,59.24,-68.11,15654.0,true,2014-02-28 05:20:00,60922388.0,1632745546,,true,true,1970-01-01 00:00:03.965260000,blackcoin,,1117085.0,[]
1616,GAP3,GAP,Global Adversity Project,,global-adversity-project,1.851588546666666e-11,1513.0,,0.0,0.0,0.0,0.0,228.91,228.91,228.91,228.91,228.91,248.02,0.0,0.0,true,2021-06-26 02:20:00,6e+16,1629960708,,true,true,,global-adversity-project,,1110953.0,"[3, 16]"
1617,BDG,BDG,BitDegree,,bitdegree,0.0028886508707060003,1552.0,2716.0,-0.77,1.67,14.09,113.04,18.24,-23.93,201.24,-46.29,-99.38,-99.18,299.86,2037.47,true,2018-01-12 19:20:00,384560931.0,1632745726,2017-12-29 00:00:00,true,true,1970-01-01 00:00:00.003135670,bitdegree,,1110862.0,[15]
1618,SDA,SDA,SixDomainChain,,sdchain,0.000739826995413,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-07-24 11:25:00,1499999978.0,1600867528,,true,true,1970-01-01 00:00:00.043992700,sdchain,,1109740.0,[]
1619,STZEN,STZEN,StakedZEN,,stakedzen,68.12,1515.0,2832.0,0.0,0.0,-26.26,-16.37,40.55,26.86,26.86,26.86,26.86,37.29,26.86,0.0,true,2021-03-27 14:55:00,16076.0,1632630647,,true,true,,stakedzen,,1095046.0,[15]
1620,ZOE,ZOE,Zoe Cash,,zoe-cash,0.10942035097785101,1516.0,559.0,-0.02,0.09,0.26,-27.53,45.73,-42.03,-42.03,-42.03,-42.03,-27.29,-42.03,2981226.0,true,2021-05-30 16:00:00,10000000.0,1632745786,,true,true,,zoe-cash,,1094204.0,[]
1621,AMA2,AMA,AMATEN,,amaten,0.14333162999999902,1440.0,2989.0,0.0,-21.94,-46.91,-4.97,-54.4,75.2,159.1,113.42,113.42,114.41,269.96,52.0,true,2020-05-26 07:45:00,7571323.0,1632745486,,true,true,1970-01-01 00:00:00.910625000,amaten,,1085210.0,[15]
1622,AUX,AUX,Auxilium,,auxilium,0.007852931431002,1520.0,2102.0,-0.44,0.23,-7.78,-30.44,-13.17,-20.65,4.47,4.79,-16.12,-22.69,56.48,15064.0,true,2018-09-03 12:35:00,137900578.0,1632745846,,true,true,1970-01-01 00:00:00.582440000,auxilium,,1082924.0,[]
1623,PPP,PPP,PayPie,,paypie,0.013122217171259,,3685.0,0.34,1.52,46.52,233.03,49.79,49.34,-89.28,-87.87,-95.25,-96.01,-89.28,3.0,not_trading_anymore,2017-10-10 17:30:00,82500000.0,1632740625,2017-10-09 00:00:00,true,true,,paypie,,1082583.0,[15]
1624,VGW,VGW,VegaWallet Token,,vegawallet-token,0.067240428430537,1519.0,,0.0,0.0,-11.18,-30.4,-34.92,209.46,107.67,-41.88,-41.88,-38.87,118.83,0.0,true,2019-02-11 16:40:00,16068001.0,1632286280,,true,true,1970-01-01 00:00:00.272969000,vegawallet-token,,1080419.0,[15]
1625,OMX,OMX,Shivom,,shivom,0.001176942372139,1453.0,,-0.8,-19.05,71.46,-10.47,-10.47,102.58,241.78,-83.13,-96.5,-97.4,1264.13,586.0,true,2018-06-07 23:05:00,911746999.0,1632745786,2018-05-03 00:00:00,true,true,1970-01-01 00:00:00.021000800,shivom,,1073074.0,[15]
1626,SOTA,SOTA,Sota.finance,,sota-finance,0.026674764571881,,2294.0,6.32,1.07,-27.02,0.0,,,,,,-85.31,0.0,51730.0,not_trading,2021-04-20 07:50:00,39994844.0,1632745666,,true,true,,sota-finance,,1066853.0,[17]
1627,ETM4,ETM,ElectromCoin,,electromcoin,0.09786194000000001,,,0.0,0.0,0.0,0.0,-26.75,-90.31,-90.31,-90.31,-90.31,-90.2,-90.31,0.0,not_trading,2021-03-04 09:40:00,10900000.0,1630193971,,true,true,,electromcoin,,1066695.0,"[6, 20]"
1628,XBASE,XBASE,ETERBASE,,eterbase,0.002176000883537,,3688.0,-0.73,-0.17,-18.65,-44.87,38.9,333.48,49.23,103.58,103.58,82.81,20.96,7.0,not_trading_anymore,2018-11-28 16:20:00,489055863.0,1632745306,2018-12-18 23:59:00,true,true,1970-01-01 00:00:00.436103000,eterbase-coin,,1064186.0,[15]
1629,MNE,MNE,Minereum,,minereum,0.079568980839869,1506.0,1987.0,-4.09,-7.26,-13.56,8.09,-33.01,-77.78,-81.8,72.91,-94.82,-94.16,-67.81,30436.0,true,2017-08-14 00:09:19,13372390.0,1632745846,,true,true,1970-01-01 00:00:00.091223100,minereum,,1064027.0,[15]
1630,OKS2,OKS,Oikos,,oikos,0.00586293,1433.0,2632.0,-5.48,-26.02,-33.3,-52.84,-21.5,-69.61,-69.61,-69.61,-69.61,-71.9,-69.61,1493.0,true,2021-05-02 04:25:00,180961657.0,1632745546,,true,true,,oikos,,1060966.0,[20]
1631,BITX2,BITX,BitScreener Token,,bitscreener-token,0.012099132978208001,1529.0,2654.0,-2.06,2.03,-5.28,77.86,77.86,144.55,105.71,205.29,205.29,184.68,144.55,2576.0,true,2019-08-20 09:40:00,87573177.0,1632745786,,true,true,1970-01-01 00:00:01.550290000,bitscreener-token,,1059560.0,[15]
1632,MOONS,MOONS,MoonTools,,moontools,38.36,1507.0,2380.0,-0.8,-7.6,7.65,101.19,78.41,-69.74,270.73,270.73,270.73,247.93,514.89,42590.0,true,2020-10-14 10:10:00,27500.0,1632745786,,true,true,,moontools,,1054809.0,[15]
1633,BECN,BECN,Beacon,,beacon,0.591909050608029,1526.0,2392.0,9.9,2.88,-5.53,-15.54,-74.31,-65.7,5233.96,817.46,817.46,824.16,4271.83,10269.0,true,2018-12-03 15:55:00,1780595.0,1632745426,,true,true,1970-01-01 00:00:00.194438000,beacon,,1053950.0,[]
1634,WINR,WINR,JustBet,,justbet,0.00090042,1539.0,2887.0,0.0,3.36,-6.3,-29.52,-16.73,-56.77,224.74,224.74,224.74,271.9,575.93,2993.0,true,2020-10-23 12:50:00,1167050613.0,1632745847,,true,true,,justbet,,1050836.0,[15]
1635,MEE,MEE,CoinMeet,,coinmeet,0.003088032736624,1428.0,1343.0,-0.4,22.08,-36.85,-56.62,-39.39,-72.75,-46.72,-82.32,-98.64,-98.8,21.87,427656.0,true,2018-01-25 21:55:00,339999999.0,1632745606,,true,true,1970-01-01 00:00:00.041167900,coinmeet,,1049931.0,[15]
1636,TDX,TDX,Tidex Token,,tidex-token,0.11012495338639401,1533.0,3527.0,-0.08,4.71,-24.12,-23.51,-12.5,-27.03,-55.87,392.87,-86.31,-31.98,1.87,11.0,true,2018-02-23 01:10:00,9504980.0,1632725498,,true,true,1970-01-01 00:00:00.362362000,tidex-token,,1046735.0,[]
1637,FISH,FISH,Polycat Finance,,polycat-finance,1.290625826447577,1521.0,1478.0,-0.9400000000000001,-2.8200000000000003,-15.33,-74.0,-90.98,-92.66,-92.66,-92.66,-92.66,-93.48,-92.66,115651.0,true,2021-05-03 16:00:00,810000.0,1632745546,,true,true,,polycat-finance,,1045407.0,"[3, 14]"
1638,PEPS,PEPS,PEPS Coin,,peps-coin,0.016941327026565003,1530.0,3115.0,7.87,0.14,-20.87,-32.19,344.09,270.6,572.97,877.95,877.95,852.46,399.51,5330.0,true,2020-05-11 14:25:00,61371923.0,1632745427,,true,true,1970-01-01 00:00:01.608660000,peps-coin,,1039722.0,[]
1639,SMSCT,SMSCT,SMSCodes,,smscodes,0.010382725050541,1531.0,2246.0,-0.54,-3.63,-4.53,3.6,-48.37,-79.09,-79.09,-79.09,-79.09,-88.66,-79.09,11778.0,true,2021-06-03 07:15:00,100000000.0,1632745847,,true,true,,smscodes,,1038273.0,[15]
1640,AIDOC,AIDOC,AI Doctor,,aidoc,0.0013198089034090002,1495.0,1259.0,-2.35,-13.91,-18.17,-31.18,-11.26,-57.79,-30.12,-85.04,-99.34,-99.43,-10.2,78308.0,true,2018-01-10 18:10:00,777777776.0,1632745786,,true,true,1970-01-01 00:00:00.025714400,ai-doctor,,1026518.0,[15]
1641,PHI2,PHI,PHI Token,,phi-token,0.1758015,1535.0,3042.0,-6.25,0.0,-0.05,-7.87,-19.9,63.02,231.22,-4.53,-68.1,-71.22,63.02,803.0,true,2018-04-25 22:49:28,5828254.0,1632743747,2018-03-21 00:00:00,true,true,1970-01-01 00:00:00.087226800,phi-token,,1024616.0,[]
1642,XTL2,XTL,Stellite,,stellite,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-04-10 08:20:00,8176966967.0,1553948075,,true,true,,stellite,,0.0,[]
1643,UBEX,UBEX,Ubex,,ubex,0.00030800933377600004,1546.0,973.0,-9.51,1.71,1.08,-7.05,-4.21,-84.14,5.86,-97.39,-97.65,-96.93,50.13,531011.0,true,2018-08-13 20:10:00,3314170196.0,1632745786,2018-09-30 14:00:00,true,true,1970-01-01 00:00:00.148308000,ubex,,1020795.0,[]
1644,BXC4,BXC,BonusCloud,,bonuscloud,0.00032658079844200005,1527.0,2204.0,2.26,-3.73,-18.24,-29.94,20.18,-14.23,67.92,-26.6,-26.6,-24.73,42.64,6034.0,true,2019-09-26 14:05:00,3111436298.0,1632745306,,true,true,1970-01-01 00:00:00.758241000,bitcedi,,1016135.0,[15]
1645,INT,INT,Internet Node Token,,internet-node-token,0.019287552780161,1586.0,562.0,0.43,13.62,-5.77,14.82,132.33,64.76,48.97,-35.81,-96.01,-96.3,190.06,2202177.0,true,2018-01-16 00:10:00,52584284.0,1632745846,,true,true,1970-01-01 00:00:00.023843400,int-chain,,1014222.0,[15]
1646,KOJI,KOJI,Koji,,koji,1.014129081700478e-06,1537.0,2141.0,-0.04,-0.01,-1.54,-13.78,-31.55,-77.63,-77.63,-77.63,-77.63,-87.33,-77.63,15835.0,true,2021-06-07 08:40:00,1000000000000.0,1632745786,,true,true,,koji,,1014129.0,[15]
1647,BART,BART,BarterTrade,,bartertrade,0.014857100377644001,1563.0,1192.0,-6.47,4.9,-19.25,-24.51,-32.71,-57.07,-44.11,-44.11,-44.11,-37.72,-46.21,290938.0,true,2020-12-10 13:20:00,68172420.0,1632745846,,true,true,,bartertrade,,1012844.0,[]
1648,CRYP,CRYP,CrypticCoin,,crypticcoin,0.00039718998596000005,1538.0,,0.0,0.0,0.0,0.0,0.0,0.0,175.16,,,,0.0,0.0,true,2018-11-02 22:35:00,2549994072.0,1610292976,,true,true,1970-01-01 00:00:00.009025470,crypticcoin,,1012832.0,[]
1649,XNV,XNV,Nerva,,nerva,0.05945545416515301,1545.0,2823.0,-1.97,0.78,-2.8,59.64,35.98,56.91,361.58,-52.05,-52.05,-21.36,350.55,705.0,true,2018-11-02 17:50:00,17017723.0,1632745727,,true,true,1970-01-01 00:00:00.449486000,nerva,,1011796.0,[]
1650,QCH,QCH,QChi,,qchi,0.030824821777645003,1551.0,2668.0,0.64,2.06,2.67,39.34,-45.14,-68.6,2.39,-18.76,-18.76,-16.32,-41.33,2555.0,true,2018-11-01 01:10:00,32756240.0,1632745846,,true,true,1970-01-01 00:00:01.010990000,qchi,,1009705.0,[15]
1651,TAC,TAC,Traceability Chain,,traceability-chain,0.001100513333333,1544.0,3364.0,0.0,-0.02,0.05,0.02,0.0,-64.64,4.8,-78.32,-87.64,-87.91,168.72,39.0,true,2018-08-28 16:05:00,912375674.0,1632745847,,true,true,1970-01-01 00:00:00.103939000,traceability-chain,,1004082.0,[15]
1652,BITB,BITB,Beat Cash,,bitbean,0.00043439463332,1540.0,3063.0,-0.42,-0.75,-0.5700000000000001,-25.22,29.61,83.5,97.15,-85.01,759.39,801.44,-13.05,260.0,true,2015-02-18 13:25:00,2308035000.0,1632745426,,true,true,1970-01-01 00:00:04.701920000,bitbean,,1002598.0,[]
1653,SPACEK,SPACEK,Space Knight,,space-knight,1.0019673666666661e-09,1547.0,2194.0,0.0,-0.02,0.05,-0.31,-0.18,-0.17,-0.17,-0.17,-0.17,0.04,-0.17,16092.0,true,2021-06-17 14:55:00,1000000000000000.0,1632745847,,true,true,,space-knight,,1001967.0,[16]
1654,INXT,INXT,Internxt,,internxt,1.5813630188659862,1496.0,1530.0,-16.39,-16.73,-3.81,-20.92,-46.93,-94.69,-55.87,-47.48,-44.53,-33.88,-10.38,116037.0,true,2017-10-19 02:39:23,629610.0,1632745426,,true,true,1970-01-01 00:00:00.435950000,internxt,,995642.0,[15]
1655,PDC,PDC,Project Decorum,,project-decorum,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2017-08-13 00:09:11,50000000.0,1521861120,,true,true,,project-decorum,,0.0,[]
1656,BMC,BMC,Blackmoon Crypto,,blackmoon-crypto,0.047276910954798,1556.0,3387.0,-0.48,1.67,-12.01,-22.98,85.08,-6.28,30.28,-83.61,-94.01,-94.52,149.52,0.406581342,true,2017-09-20 23:14:53,21003581.0,1632745726,2017-09-13 00:00:00,true,true,1970-01-01 00:00:00.053248600,blackmoon-crypto,,992984.0,[15]
1657,CHAT,CHAT,ChatCoin,,chatcoin,0.0014306341505350001,1543.0,1319.0,-0.87,-1.7000000000000002,-42.81,-50.7,-45.98,-83.37,-16.13,-93.55,-99.57,-99.58,32.14,86529.0,true,2018-01-20 00:34:26,690000640.0,1632745786,,true,true,1970-01-01 00:00:00.030591800,chatcoin,,987138.0,[15]
1658,NSURE,NSURE,Nsure Network,,nsure-network,0.173821429957703,1555.0,682.0,-0.87,0.92,-31.69,-45.32,-34.61,-88.97,-57.26,-57.26,-57.26,-73.77,-72.54,983553.0,true,2020-11-02 08:00:00,5668964.0,1632745846,2020-10-30 23:59:00,true,true,,nsure-network,,985387.0,"[3, 15]"
1659,WG0,WG0,Wrapped Gen-0 CryptoKitties,,wrapped-gen-0-cryptokitties,512.1,1534.0,2011.0,-0.8,-4.3,3.52,-23.35,171.72,33.94,402.19,402.19,402.19,419.26,457.36,13315.0,true,2020-10-21 10:25:00,1921.0,1632745786,,true,true,,wrapped-gen-0-cryptokitties,,983748.0,"[15, 17]"
1660,PNT2,PNT,Penta,,penta,4.6571354633886275e-05,1566.0,1631.0,-0.36,2.63,-43.07,-52.43,-39.91,-72.67,4.82,-95.3,-99.82,-99.8,70.46,52936.0,true,2018-05-03 10:05:19,21014319521.0,1632745606,,true,true,1970-01-01 00:00:00.003838200,penta,,978665.0,[15]
1661,BGBP,BGBP,Binance GBP,,binance-gbp,1.3900000000000001,1558.0,,0.0,0.0,0.0,0.0,0.0,-0.01,6.59,12.0,12.0,11.78,0.0,0.0,true,2019-07-24 08:50:00,700001.0,1628830906,,true,true,1970-01-01 00:00:00.000000000,binance-gbp-stable-coin,,973001.0,[]
1662,DXT,DXT,Datawallet,,datawallet,0.002491223193786,1922.0,1420.0,0.99,223.6,574.97,86.88,504.74,117.9,209.87,-75.41,-98.04,-97.88,330.46,618792.0,true,2018-02-09 03:10:00,390222225.0,1632745366,2018-02-06 00:00:00,true,true,1970-01-01 00:00:00.009486200,datawallet,,972131.0,[15]
1663,BOB,BOB,Bob's Repair,,bobs-repair,0.005292005353118001,1590.0,2523.0,-0.41000000000000003,7.82,21.43,-32.24,-19.19,-52.88,149.97,-88.55,-78.34,-78.57,229.15,6625.0,true,2018-07-03 21:55:00,183640758.0,1632745846,2018-05-08 00:00:00,true,true,1970-01-01 00:00:00.103348000,bobs-repair,,971828.0,[15]
1664,TAP,TAP,Tapmydata,,tapmydata,0.073378900857757,1541.0,1730.0,-0.81,-3.7800000000000002,0.48,-44.76,3.96,14935.27,14977.69,14977.7,14977.7,15544.0,14977.69,12576.0,true,2021-02-13 12:55:00,13238727.0,1632745726,2020-12-28 23:59:00,true,true,,tapmydata,,971443.0,[15]
1665,CNN,CNN,Content Neutrality Network,,content-neutrality-network,2.483012945508654e-05,1592.0,1493.0,-4.71,10.49,-39.91,-58.72,-52.71,-84.4,-23.29,-94.41,-98.91,-98.97,10.02,109528.0,true,2018-05-16 10:57:21,39035223816.0,1632745786,,true,true,1970-01-01 00:00:00.026303100,content-neutrality-network,,969250.0,[15]
1666,MNC3,MNC,Maincoin,,maincoin,0.002589267935679,1557.0,2763.0,0.85,-0.65,4.02,-9.57,7.65,-17.26,-33.21,-83.49,-83.49,-83.57,-11.14,693.0,true,2019-02-26 13:10:00,374000000.0,1632745306,,true,true,1970-01-01 00:00:00.659869000,maincoin,,968386.0,[15]
1667,YTSLA,YTSLA,yTSLA Finance,,ytsla-finance,14.54,1561.0,1210.0,-3.88,-0.29,-0.67,-24.29,391.61,1313.57,-52.18,-52.18,-52.18,-77.31,836.98,140166.0,true,2020-09-22 09:20:00,66423.0,1632745786,,true,true,,ytsla-finance,,965810.0,[15]
1668,DMT,DMT,DMarket,,dmarket,0.016943019940322,1576.0,2953.0,-0.66,4.34,7.72,-9.75,-81.74,-98.6,-87.04,-88.95,-97.7,-98.02,-90.73,216.0,true,2018-02-03 20:05:00,56921773.0,1632745426,2017-12-01 00:00:00,true,true,1970-01-01 00:00:00.235738000,dmarket,,964427.0,"[15, 17]"
1669,BC4,BC,Bitcoin Confidential,,bitcoin-confidential,0.000130494278937,1583.0,3231.0,-0.5700000000000001,6.14,2.68,23.07,-25.82,-62.19,26.47,-89.9,-89.9,-87.59,9.85,153.8,true,2019-05-27 10:40:00,7365901523.0,1632745726,,true,true,1970-01-01 00:00:00.135977000,bitcoin-confidential,,961208.0,[]
1670,OIO,OIO,Online,,online,0.001094180042855,1564.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-08-31 11:45:00,877660690.0,1600672330,2018-07-31 23:59:00,true,true,1970-01-01 00:00:00.000438707,online,,960319.0,[]
1671,TIO,TIO,Trade Token,,trade-token,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-01-12 18:00:00,89921436.0,1540874008,2018-01-04 00:00:00,true,true,,trade-token,,0.0,[15]
1672,BOS,BOS,BOScoin,,boscoin,0.0011022708599999998,1542.0,2766.0,-0.03,-5.02,-10.33,-10.14,-22.59,-46.91,-43.62,-98.74,-99.86,-99.85,-96.9,1073.0,true,2017-10-26 01:55:00,865842501.0,1632745666,2017-05-10 23:59:00,true,true,1970-01-01 00:00:00.001470960,boscoin,,954393.0,[15]
1673,CAJ,CAJ,Cajutel,,cajutel,0.7041536680314,1567.0,,0.0,0.0,0.0,4.68,-60.09,-54.9,-72.33,-49.2,-49.2,-44.97,-39.65,0.0,true,2019-01-31 23:50:00,1352389.0,1630214854,,true,true,1970-01-01 00:00:01.573200000,cajutel,,952290.0,[15]
1674,DPY,DPY,Delphy,,delphy,0.015291064471977001,1596.0,1964.0,5.82,8.94,-20.7,110.88,220.41,11.8,102.77,-91.28,-98.08,-98.13,170.54,28758.0,true,2017-11-08 20:55:00,62199848.0,1632745786,,true,true,1970-01-01 00:00:00.018787100,delphy,,951102.0,[15]
1675,CLEANOCEAN,CLEANOCEAN,CleanOcean,,cleanocean,1.267435544689454e-09,,,0.0,0.0,-27.93,0.0,,,,,,-80.37,0.0,0.0,not_trading,2021-05-24 13:35:00,750000000000000.0,1632374927,,true,true,,cleanocean,,950577.0,"[3, 16]"
1676,HOGL,HOGL,HOGL Finance,,hogl-finance,1.9009499999999998e-06,,2629.0,5.5600000000000005,-7.78,-24.26,,,,,,,-93.59,,1021.0,not_trading,2021-04-20 07:50:00,500000000000.0,1632745546,,true,true,,hogl-finance,,950475.0,[3]
1677,ACOIN,ACOIN,Acoin,,acoin,0.7787152971333331,2572.0,3560.0,-0.01,5179.96,8538.25,5603.46,4029.89,-8.81,1487.41,1791.64,60754.5,1224.97,1405.75,103160.0,true,2014-09-13 19:50:00,1220085.0,1632745306,,true,true,1970-01-01 00:00:00.211758000,acoin,,950099.0,[]
1678,DDK,DDK,DDKoin,,ddkoin,0.5555615206229371,1560.0,2085.0,1.17,-2.13,1.53,-2.18,0.15,-11.81,-78.86,-96.49,-96.49,-96.36,-46.93,15339.0,true,2019-07-30 09:05:00,1710000.0,1632745606,,true,true,1970-01-01 00:00:00.326924000,ddkoin,,950010.0,[]
1679,BALPHA,BALPHA,bAlpha,,balpha,52.62,1550.0,1277.0,-2.9,-7.21,-23.13,48.17,29.59,-96.44,-98.43,-98.43,-98.43,-99.11,-98.43,203565.0,true,2021-03-08 12:15:00,18000.0,1632745786,,true,true,,balpha,,947149.0,[15]
1680,AIDUS,AIDUS,AIDUS,,aidus,0.002160511299999,1568.0,,0.0,0.0,0.0,-24.42,-24.42,65.18,-27.69,-80.59,-80.59,-82.25,237.87,0.0,true,2019-03-08 10:40:00,437852797.0,1630258899,2019-01-31 23:59:00,true,true,1970-01-01 00:00:00.263259000,aidus-token,,945986.0,[15]
1681,CCOIN,CCOIN,Creditcoin,,creditcoin,0.00166094105225,1569.0,,0.0,0.0,0.0,0.0,0.0,0.0,147.92,,,,0.0,0.0,true,2020-06-01 13:55:00,564970555.0,1611079616,,true,true,1970-01-01 00:00:00.000000000,creditcoin,,938383.0,[]
1682,EASY,EASY,EasyFi,,easyfi,0.370689393510152,1571.0,1822.0,-0.03,-0.01,0.09,-94.26,-81.33,-98.24,-82.31,-82.31,-82.31,-80.22,-91.64,43149.0,true,2020-10-09 07:10:00,2524834.0,1632745786,,true,true,,easyfi,,935929.0,[3]
1683,BANCA,BANCA,Banca,,banca,5.2081043110222936e-05,1553.0,2254.0,-0.45,-5.12,-13.98,40.62,50.92,-61.88,-1.06,-80.13,-92.1,-92.96,105.13,14096.0,true,2018-03-19 14:35:00,17926481684.0,1632745786,2018-02-26 00:00:00,true,true,1970-01-01 00:00:00.154400000,banca,,933630.0,[15]
1684,NIX,NIX,NIX,,nix,0.01874926556529,1548.0,1717.0,-0.62,-7.36,-2.91,-18.39,-87.59,-93.15,-81.04,-93.67,-94.37,-95.92,-67.19,69662.0,true,2018-07-28 19:15:00,49238466.0,1632745427,,true,true,1970-01-01 00:00:00.285650000,nix,,923185.0,[]
1685,MALW,MALW,MalwareChain,,malwarechain,0.11341256285601702,1574.0,,0.0,0.0,0.0,0.0,0.0,277.24,-55.39,-96.32,-96.32,-95.75,0.0,0.0,true,2020-01-03 15:20:00,8164361.0,1622409225,,true,true,1970-01-01 00:00:00.119464000,malwarechain,,925941.0,[]
1686,ORO,ORO,ORO,,oro,0.07585108477728701,1578.0,3114.0,-0.01,-0.66,4.14,-13.01,5.72,-82.53,-82.53,-82.53,-82.53,-82.47,-76.28,1996.0,true,2020-11-16 15:50:00,12123446.0,1632745606,,true,true,,oro,,919577.0,[15]
1687,OPEN2,OPEN,Open Governance Token,,open-governance-token,0.253179582501104,1572.0,2429.0,-0.8,-1.6,-11.88,-56.5,-38.48,-85.32,18.14,18.14,18.14,9.67,22.13,46816.0,true,2020-12-18 09:20:00,3630939.0,1632745786,,true,true,,open-governance-token,,919280.0,"[3, 4, 15]"
1688,TELOS,TELOS,Teloscoin,,teloscoin,0.005490043414653,1618.0,2425.0,-0.81,13.07,24.32,71.5,61.02,-32.06,-37.2,69.56,69.56,91.08,-31.87,1174.0,true,2018-10-22 21:45:00,167399821.0,1632745427,,true,true,1970-01-01 00:00:03.212150000,teloscoin,,919032.0,[]
1689,EMT,EMT,Emanate,,emanate,0.007780558895319,1579.0,,0.0,0.0,0.0,0.0,0.0,0.0,-24.1,,,,0.0,0.0,true,2019-05-28 10:10:00,118000000.0,1611888519,2019-03-22 23:59:00,true,true,1970-01-01 00:00:00.169635000,emanate,,918106.0,[22]
1690,PEOS,PEOS,pEOS,,peos,0.0011074099456890002,,,0.0,0.0,0.0,0.0,0.0,0.0,-89.87,,,,0.0,0.0,not_trading_anymore,2019-05-10 08:25:00,828353669.0,1611865654,,true,true,1970-01-01 00:00:00.140750000,peos,,917327.0,[22]
1691,ICNQ,ICNQ,Iconiq Lab Token,,iconiq-lab-token,0.23741307268113201,1613.0,2885.0,-0.8,11.44,16.16,-37.89,-19.13,-36.31,16.38,-47.13,-47.13,-46.6,204.82,8478.0,true,2018-10-11 16:40:00,3858186.0,1632745786,,true,true,1970-01-01 00:00:04.321420000,icnq-token,,915984.0,[15]
1692,EGC,EGC,EverGreenCoin,,evergreencoin,0.06300586,1582.0,3495.0,0.0,3.62,-6.68,-7.5600000000000005,12.13,-14.24,210.62,17.07,144.43,1083.06,119.67,0.640272677,true,2016-01-10 19:55:00,14531145.0,1632733726,,true,true,1970-01-01 00:00:24.042000000,evergreencoin,,915547.0,[]
1693,MER,MER,Mercury,,mercury,0.009122180099277,1565.0,3165.0,-0.42,-4.41,-9.22,-30.36,-15.44,-40.96,41.85,11170.6,-44.4,-40.11,67.06,850.0,true,2017-08-13 00:09:17,100000000.0,1632745426,,true,true,1970-01-01 00:00:00.005270270,mercury,,912218.0,[28]
