symbol,name,ccu_slug,market_cap_rank
CRE,Cybereits,cybereits,
CRP,Cranepay,cranepay,
CRW,Crown,crown,
CSC,CasinoCoin,casinocoin,
CSM,Consentium,consentium,
CSN,Clean Solutions,clean-solutions,
CTD,CryptoTradingCoin,cryptotradingcoin,
CTF,Coin2Fly,coin2fly,
CTT,CryptoInvest,cryptoinvest,
CTU,Contractium.io,contractium-io,
CTW,Cryptotalks World,cryptotalks-world,
CUT,CUTcoin,cutcoin,
CUZ,Cool Cousin,cool-cousin,
CVD,Covid19,covid19,
CVH,Curriculum Vitae,curriculum-vitae,
CVT,CyberVein,cybervein,
CVX,Convex Finance,convex-finance,
CXC,CAPITAL X CELL,capital-x-cell,
CXN,CXN Network,cxn-network,
CYT,Coyote,coyote,
DAC,Davinci Coin,davinci-coin,
DAD,DAD Chain,dad,
DAM,Datamine,datamine,
DAV,DavorCoin,dav-coin,
DBG,Digital Bullion Gold,digital-bullion-gold,2988
DCA,Decentralize Currency Assets,decentralize-currency-assets,
DCP,Discount Percent,discount-percent,
DEQ,Dequant,dequant,
DET,Diamond Exchange Token,diamond-exchange-token,
DEV,Deviant Coin,deviantcoin,
DEX,Newdex Token,dex,
DFD,Darkforce Data,darkforce-data,
DFI,DeFiChain,defichain,
DIC,DAIKICOIN,daikicoin,
DLB,Data Link Base,data-link-base,
DLN,Delion,delion,
DLX,Diplexcoin,diplexcoin,2982
DLY,DAILY TOKEN,daily-token,
DMB,Digital Money Bits,digital-money-bits,
DMS,Documentchain,documentchain,
DNZ,Adenz,adenz,
DPN,DIPNET,dipnet,
DQI,Dotqii,dotqii,
DRA,Diruna,diruna,
DRC,Darico,darico-ecosystem-coin,
DRF,Drife,drife,
DRV,DRIVE Markets,drive-markets,
DSA,Distributed Survey Accelerator,distributed-survey-accelerator,
DST,Dimensions Network,dimensions-network,
DT2,DT Jockey Club,dt-jockey-club,
DTT,DreamTeam,dreamteam,
DUB,Dubstep,dubstep,2983
DUC,DUCATUR,ducatur,
DVP,Decentralized Vulnerability Platform,decentralized-vulnerability-platform,
DWS,DWS,dws,
DXC,DixiCoin,dixicoin,
DXG,DexAge,dexage,
DXN,DEXON,dexon,
EAG,EA Coin,ea-coin,
EC2,Echoin,echoin,
EDC,EDCASH,edcash,
EDS,Endorsit,endorstit,
EDU,EduCoin,educoin,
EGL,Ethereum Eagle,ethereum-eagle,
EGR,Egoras,egoras,
EGW,EGW Capital,egw-capital,
EGY,EGYPT,egypt,
EKR,E-krone,e-krone,
EMS,Ethereum Message Search,ethereum-message-search,
ENK,Enkidu,enkidu,
ENQ,Enecuum,enecuum,
ENY,EmergencyCoin,emergencycoin,
ERA,EarthBi,earthbi,
ERT,Esports,esports,
ESH,Switch,switch,
EST,Esports Token,esports-token,
ET2,EXX Token,exx-token,
ET3,E Token,e-token,
ETB,Etherburn,ETB,
ETM,En-Tan-Mo,en-tan-mo,
ETR,Eastar,eastar,
ETX,Etherx,ethereumx,2994
ETZ,EtherZero,ether-zero,
EUK,Eukex Coin,,
EVA,EVAIO,evaio,
EVN,Envion,envion,
EXE,8X8 PROTOCOL,8x8-protocol,
EXN,ExchangeN,exchangen,
EXT,Experience Token,experience-token,
F1C,Future1coin,future1coin,
FAN,FAN Token,fanfare,
FAO,Farmer And One Token,farmer-and-one-token,
FAS,Fas Chain,fas-chain,
FAW,FastWay,fastway,
FC3,FuturesCoin,futurescoin,
FCA,Fanáticos Active,fanaticos-active,
FCQ,Fortem Capital,fortem-capital,
FEL,Felicium,felicium,
FEX,Fidex,fidextoken,
FFC,FireFlyCoin,fireflycoin,
FGC,Fantasy Gold,FGC,
FIC,FIC Network,fic-network,
FIH,Fidelity House,fidelity-house,
FLN,Fline,fline,
FLP,Gameflip,flip,
FLV,Flavonoids Token,flavonoids-token,
FRE,Freedom,freedom,
FT1,Fortune 1 Coin,fortune1-coin,
FT2,FCoin Token,fcoin-token,
FTO,FuturoCoin,futurocoin,
FXC,Flexacoin,flexacoin,
FXN,FxCoin,fxcoin,
GAD,Garuda Token,garuda-token,
GAL,Galore,galore,
GAU,Gauntlet,gauntlet,
GAY,GAY Money,gaycoin,
GBG,Golos Gold,golos-gold,
GC2,Galaxy Wallet,galaxy-wallet,
GCG,GlobalCryptoGate,globalcryptogate,
GCH,GalaxyCash,galaxycash,
GCS,Game Chain System,gamechain,
GCZ,GlobalChainZ,globalchainz,
GFL,Golden Fleece Token,golden-fleece-token,
GFN,Game Fanz,game-fanz,
GFR,GoldenFever,goldenfever,
GGC,GGCOIN,ggcoin,
GGG,Gigabyte Games,gigabyte-games,
GIC,Giant,giant,
GIG,GIG9,gig9,
GIV,Givly,givly,
GKG,Gieki Credits,gieki-credits,
GKI,GKi,gki,
GLT,GlobalToken,globaltoken,
GM2,GMCoin,gmcoin,
GND,Gondar Protocol,gondar-protocol,
GO2,GOeureka,goeureka,
GOB,Grand of Blockchain,grand-of-blockchain,
GOD,Bitcoin God,bitcoin-god,
GOM,GoMoney,gomoney,
GOS,Gosama,gosama,
GRX,Gold Reward Token,gold-reward-token,
GSE,GSENetwork,gsenetwork,
GT3,GDAC,gdac,
GTN,GlitzKoin,glitzkoin,
GTS,Global Trading System,global-trading-system,
GTU,Global Transaction Unit,global-transaction-unit,
GVE,Globalvillage Ecosystem,globalvillage-ecosystem,
GZE,GazeCoin,gazecoin,
H2O,Hydrominer,hydrominer,
HAM,Hamster,hamster,
HBX,Hyperbridge,hyperbridge,
HD2,Hardcore,hardcore,
HDN,Haladinar,haladinar,
HDP,HEdpAY,hedpay,
HDS,HotDollars TokeN,hotdollars-token,
HEM,Hemelios,hemelios,
HEX,HEX,hex,
HGH,HGH Token,hgh-token,
HHP,Hire a Hacker,hire-a-hacker,
HKD,Sparkdex,sparkdex,
HLC,HalalChain,qitmeer,
HMN,HostMasterNode,hostmasternode,
HMR,Homeros,homeros,
HNC,HNC Coin,helleniccoin,
HPW,Mega Token,mega-token,
HRC,Haracoin,haracoin,
HRD,Hoard,hoard,
HRS,HorseChain,horsechain,
HSM,HashMix,hashmix,
HSN,Helper Search Token,helper-search-token,
HTN,Heart Number,heart-number,
HUM,HumanityLink,HUM,
HUP,HupayX,hupayx,
HVT,HireVibe,hirevibe,
HWI,Hawai,hawai,
HYB,HybridBlock,hybrid-block,
IAN,IAN COIN,ian-coin,
IAR,I am Rich,,
ICS,iC2S,ic2s,
ICT,ICOCalendar.Today,icocalendar.today,
IDG,Indigen,indigen,3036
IDX,Indonesian eXchange,indonesian-exchange,
IEX,Internal Exchange Coin,internal-exchange-coin,
IFP,INFINIPAY,infinipay,
IFT,InvestFeed,investfeed,
IFV,Infliv,infliv,
IFX,Infinex,infinex,
ILG,Ilgon,ilgon,
IMC,IMM COIN,imm-coin,
IMU,Imusify,imusify,
INB,Insight Chain,insight-chain,
INF,InfinityToken,infinity-token,
INK,Ink,ink,
INO,InoCoin,ino-coin,
IRA,Diligence,diligence,
IRC,IronCoin,ironcoin,
ISC,I Chain,ichain,
IUT,ITO Utility Token,ito-utility-token,
IVZ,InvisibleCoin,invisiblecoin,
IXA,IXA Token,ixa-token,
IXB,X-Block,x-block,
IZE,IZE,ize,
IZI,IZIChain,izichain,
IZZ,Izzcoin,izzcoin,
JAN,CoinJanitor,coinjanitor,
JAR,Jarvis+,jarvis-plus,
JCC,junca Cash,junca-cash,
JCT,Japan Content Token,japan-content-token,
JIC,JoorsChain,joorschain,
JMC,JunsonMingChanCoin,junsonmingchncoin,
JNB,Jinbi,jinbi-token,
JWL,Jewel,jewel,
KAM,Kamari,kamari,
KBC,Karatgold Coin,karatgold-coin,
KC2,Korea Cash,korea-cash,
KEA,KEA Coin,kea-coin,
KEC,KeyCo,keyco,
KEN,KenCoin,kencoin,
KGC,Krypton Galaxy,krypton-galaxy-coin,
KGT,Kizuna Global Token,kizuna-global-token,
KIC,KibiCoin,kibicoin,
KIT,KitToken,kittoken,
KLT,KloutCoin,klout-coin,
KMX,KiMex,kimex,
KOI,Koi,koi,
KOZ,Kozjin,kozjin,
KSS,Krosscoin,krosscoin,
KTN,Kasoutuuka News,ktn-token,
KTY,KittyKoin,kittykoin,
KUB,Kublaicoin,kublaicoin,
KXC,KingXChain,kingxchain,
KYD,Know Your Developer,know-your-developer,
LAD,LemonAd,lemonad,
LAZ,Lazaruscoin,lazaruscoin,
LBK,Legal Block,legalblock,
LBN,Lucky Block Network,lucky-block-network,
LBO,Labrotix,labrotix,
LC3,LoveChain,lovechain,
LCS,LocalCoinSwap,local-coin-swap,
LCT,Light Coin Exchange Token,lendconnect,
LDG,Ledgit,ledgit,
LDN,Lydian,lydian,
LGV,Longevity,longevity,
LKN,LinkCoin Token,linkcoin-token,
LKU,Lukiu,lukiu,
LLM,Merit,merit,
LNC,LinkerCoin,linkercoin,
LNO,LiveNodes,livenodes,
LOL,EMOGI Network,emogi-network,
LOP,Kilopi,kilopi,
LOT,LottoCoin,lottocoin,
LPK,Kripton,kypton,
LRG,Largo Coin,largo-coin,
LSH,Leasehold,leasehold,
LTD,LiveTrade Token,livetrade-token,
LTE,Local Token Exchange,local-token-exchange,
LTN,Latinio,latinio,
LTS,Pollen Institute,pollen-institute,
LTV,LeadER TV Coin,leader-tv-coin,
LUD,Ludos,ludos,
LVN,LivenPay,livenpay,
LVX,Level01,level01,
LX2,LunarX,lunarx,
LXT,LITEX Token,litex,
LYD,Lydia Finance,lydia-finance,
LYO,LYO CREDIT,lyo-credit,
M2O,M2O,m2o-project,
MAK,MAKCOIN,makcoin,
MAS,Midas Protocol,midasprotocol,
MAU,Egyptian mau,egyptian-mau,
MBC,MamboCoin,mambocoin,
MBF,MoonBear.finance,moonbear-finance,
MBL,MobileCash,mobilecash,
MBT,MineBit,minebit,
MCB,MICROBYTE,microbyte,
MCH,MeconCash,meconcash,
MCM,Mochimo,mochimo,
MDM,Medium,medium,
MEN,PeopleCoin,peoplecoin,
MEQ,MeterQubes,meterqubes,
MES,MesChain,meschain,
MEX,MEX,mex,
MGX,MargiX,margix,
MHC,#MetaHash,metahash,3006
MHT,Mental Health Token,mental-health-token,
MIG,Migranet,migranet,
MIN,MINDOL,mindol,
MIO,MINER ONE,miner-one,
MIX,Mix Rent,mix-rent,
MKT,MarketCash,marketcash,
MM2,Moon Money Chain,moonx,
MMC,Mimibit Coin,mimibit-coin,
MMS,Minimals,minimals,
MNI,Manaio,manaio,
MNT,MN Tracker,mn-tracker,
MOC,Mossland,moss-coin,
MOG,Mogwaicoin,mogwaicoin,
MON,Bitcoin Monster,bitcoin-monster,
MOR,Moria,moria,
MRP,MoneyRebel,moneyrebel,
MRS,Marginless,marginless,
MRX,Metrix,metrix-coin,
MS2,Hash Matrix,hash-matrix,
MT2,Monarch,monarch,
MTG,Magnetgold,magnetgold,
MUM,Maxum,maxum,
MUU,Muusic,muusic,
MVL,MVL Chain,mvl,
MWC,MimbleWimbleCoin,mimblewimblecoin,
MWG,Metawhale Gold,metawhale-gold,
MXM,MaxiMine Coin,maximine-coin,
MYO,Mycro,mycro,
MZG,Moozicore,moozicoin-gold,
MZK,Muzika,muzika,
N8V,NativeCoin,nativecoin,
NAD,Nadol,nadol,
NAM,NAM COIN,nam-coin,
NBM,NFTBlackMarket,nftblackmarket,
NBX,Nibbleclassic,nibbleclassic,2918
NCI,Net Currency Index,net-currency-index,
NCL,Nuclear Coin,nuclear-coin,
NCP,Newton Coin Project,newton-coin-project,
NFC,NoFakeCoin,nofakecoin,
NFT,National Fitness Token,national-fitness-token,
NGM,e-Money,e-money,
NIC,Iconic Ecosystem,iconic-ecosystem,
NII,Nahmii,nahmii,
NIM,Nimiq,nimiq,
NIT,Nesten,nesten,
NLS,Neluns,neluns,
NMN,99Masternodes,99masternodes,
NMT,NovaDeFi,novadefi,
NNB,CoinBull,nnb-token,
NRC,Nerachain,nerachain,
NSG,Nasgo,nasgo,
NSS,NSS Coin,nss-coin,
NTC,Natcoin,natcoin,
NTM,NetM,netm,
NUT,Native Utility Token,native-utility-token,
NVT,Nova Token,nova-token,
NWC,Newscrypto,newscrypto,
NYE,NewYork Exchange,newyork-exchange,
NZE,Nagezeni,nagezeni,
NZI,Nuzai,nuzai,
NZO,Alfa-Enzo,alfa-enzo,
OAP,OpenAlexaProtocol,openalexaprotocol,
OAS,OASES,oases,
OBX,OBXcoin,obxcoin,
OCG,Orocrypt Gold Token,orocrypt-gold-token,
ODC,ODDO Coin,oddo-coin,
OGC,OneGram Coin,onegram-coin,
ONG,ONG,ontology-gas,3003
ONZ,ONZ Coin,onz-coin,
OPN,Openbit,openbit,
OPR,Ophir,ophir,
OSB,OASISBloc,oasisbloc,
OSC,Oasis City,oasis-city,
OTS,OTS Coin,ots-coin,
OUR,Union Revolution,union-revolution,
OVO,ICOVO,icovo,
OWC,Oduwa Coin,oduwa,
OWO,Oneworld,oneworld,
P59,Prometheus59,prometheus59,
PBC,Parinita Bansode Coin,parinita-bansode-coin,
PBK,POWERBANK,powerbank,
PCB,451PCBcom,451pcbom,
PCS,Pabyosi Coin (Special),pabyosi-coin-special,3004
PEC,Peacecoin,peacecoin,
PEG,Pegasus,pegasus,
PET,AllPet,allpet,
PFB,Penny For Bit,penny-for-bit,
PGC,Pegascoin,pegascoin,
PGS,Pegasus,pegasus-pgs,
PHC,Profit Hunters Coin,profit-hunters-coin,
PHV,PATHHIVE,pathhive,
PIE,DeFiPie,defipie,
PKC,PikcioChain,pikcio,
PLF,PlayFuel,playfuel,
PLG,Pledgecamp,pledgecamp,
PLY,PlayCoin,playcoin-erc20,
PMN,PeepMasternode,peepmasternode,
PNC,Polara Network Coin,polara-network-coin,
PPB,Purpleburn,purpleburn,
PPI,PiedPiper Coin,pied-piper-coin,
PPS,PopulStay,populstay,
PRM,PrismChain,prismchain,2999
PRN,Protean,protean,3000
PSL,PeerSafeLoan Network,peersafeloan-network,
PTM,Potentiam,potentiam,
PTN,PalletOne,palletone,
PXG,Play Game,playgame,
PYD,PayPDM Coin,paypdm-coin,
PZM,PRIZM,prizm,
QBS,Qbase,qbase,
QBT,Cubits,QBT,
QMC,Quality Magnet Coin,quality-magnet-coin,
QNC,QnodeCoin,qnodecoin,
QOB,Qobit,qobit,
QOS,QOS,qos,
QXE,Quixxi Connect,quixxi-connect,
QZK,QZKCoin,qzkcoin,
RAK,Rake Finance,rake-finance,
RAP,Rapture,rapture,
RBT,Robust Protocol,robust-protocol,
REC,Regalcoin,regalcoin,2467
REL,Release Project,release-project,
REO,CareonChain,careonchain,
RES,Resistance,resistance,
REX,RexCoin,imbrex,
RFX,Reflex,reflex,
RLD,Reload,reload,
RMD,Rajmudra Token,rajmudra-token,
RNC,RenewCash,renewcash,
RNG,RNG Coin,rng-coin,
ROM,ROMToken,romtoken,
RON,Ron,ron-influencers,
ROY,Roy,roy,
RPD,Rapids,rapids,
RRT,Recovery Right Token,recovery-right-token,3020
RSC,Ronaldinho Soccer Coin,ronaldinho-soccer-coin,
RSN,Roketsin,roketsin,
RST,REGA Risk Sharing Token,rega-risk-sharing-token,
RSX,RaisexToken,raisextoken,
RT1,Rapture Cash,rapture-cash,
RT2,Resource Token,resource-token,
RTL,Rentledger,rentledger,
RVL,Revoil,revoil,
RXE,Realxoin,realxoin,
RXM,Rexium,rexium,
RYA,Ryacoin,ryacoin,
RYO,RyoCurrency,ryo-currency,
RYZ,Anryze,anryze,
RZE,Reserve USD,reserve-usd,
SAL,SalPay,salpay,
SBA,simplyBrand,simplybrand,
SBC,StrikeBitClub,strikebitclub,
SBR,Saber,saber,
SBT,SOLBIT,solbit,
SC3,ScarpaCoin,scarpacoin,
SCC,StockChain,stockchain,
SDC,SDCOIN,sdcoin,
SDD,SteadyNode,steadynode,
SEA,Galleon Quest,galleon-quest,
SET,Swytch Energy Token,swytch,
SFT,SportsFix,sportsfix,
SGS,Safegames,safegames,
SHA,SHACoin,shacoin,
SHE,ShineChain,shinechain,
SHU,SHUKAI,shukai,
SIN,Sint,sint,
SKC,SKINCHAIN,skinchain,
SKI,Skillchain,skillchain,
SKR,Sakuracoin,sakuracoin,
SKT,SealBlock Token,sealblock-token,
SLD,Soldo,soldo,
SLT,Social Lending Token,social-lending-token,
SLX,Slate,slate,
SME,SmelterCoin,smeltercoin,
SMM,Social Media Coin,social-media-coin,
SND,Sand Coin,sand-coin,
SNN,SeChain,sechain,
SNO,SaveNode,savenode,
SON,Simone,simone,
SOP,SoPay,sopay,
SOZ,Secrets of Zurich,secrets-of-zurich,
SPA,SPARTA,SPA,
SSF,Safe SeaFood Coin,safe-seafood-coin,
STC,StarChain,starchain,
STO,The Stone Coin,the-stone-coin,
STP,STPAY,stpay,
STT,Staramba,STT,
SUM,Solidum,solidum,
SW3,SaveWon,savewon,
SWL,Swiftlance,swiftlance,
SWP,Swapcoin,swapcoin,
SYD,Security Donations,security-donations,
T2T,Traceto,traceto,
TAB,Accounting Blockchain,accounting-blockchain,
TBE,TowerBee,towerbee,
TCJ,Coinshare,coinshare,
TCO,Tourcom,tourcom,
TCP,Token CashPay,token-cashpay,
TCR,TheCreed,TCR,
TCZ,Tracize,tracize,
TDC,Trendercoin,trendercoin,
TDH,TrustedHealth,trustedhealth,
TEP,Tepleton,tepleton,
TFB,TrueFeedBackChain,truefeedback,
TFS,Trust Finance Swap,tfs,
TFT,Timesfarmtoken,timesfarmtoken,
TGN,TerraGreen,terragreen,
TGT,Twogap,TGT,
THO,Athero,athero,
THR,ThoreCoin,thorecoin,
THS,TechShares,techshares,3027
THX,ThoreNext,thorenext,
TIN,Tinlake TIN Token,tinlake-tin-token,
TIP,Tip Blockchain,tip-blockchain,
TKC,TurkeyChain,turkeychain,
TKL,Tokelite,tokelite,
TKN,Monolith,monolith,
TKP,Tokpie,tokpie,
TKT,Crypto.tickets,TKT,
TLB,The Luxury Coin,the-luxury-coin,
TM2,Traxia Movement,traxia,
TMN,TranslateMe,translateme-network-token,
TMP,TeleMart Pro,telemart-pro,
TND,Thousand Token,thousand-token,2690
TOK,TOKOK,tokok,
TOP,TopCoin,topcoin,
TOT,Trecento Blockchain Capital,trecento-blockchain-capital,
TOU,TOURISTOKEN,touristoken,
TPG,Trading Premium Gain,trading-premium-gain,
TQN,Toqqn,toqqn,
TRO,Trunk Coin,trunk-coin,
TRP,Tronipay,tronipay,
TSR,Tesra,tesra,
TSY,TronSociety,tronsociety,
TT8,ThunderCore,thunder-token,
TTT,TrustNote,trustnote,
TWJ,Tron WeeklyJournal,tron-weekly-journal,
TWM,TronWatchMarket,tronwatchmarket,
TWQ,TWQ Token,twq-token,
TWX,TWX,twx,
TXA,TXA Project,txa-project,
TXL,Tixl,tixl,
TXT,Trust Dice,trust-dice,
TYC,Tyrocoin,tyrocoin,3015
UAT,UltrAlpha,ultralpha,
UBN,Ubricoin,ubricoin,
UCM,UCROWDME,ucrowdme,
UCN,VerifyUnion,verifyunion,
UCT,Ubique Chain Of Things,ubique-chain-of-things,
UFC,Union Fair Coin,union-fair-coin,
UFY,Unify Token,unify-token,
UGD,UNIGRID,unigrid,
UKC,United Korea Coin,united-korea-coin,
UKI,UK Investments,uk-investments,
ULT,Shardus,ultiledger,
ULU,Universal Liquidity Union,universal-liquidity-union,
UMI,Universal Money Instrument,universal-money-instrument,
UNC,UNCoin,uncoin,
UNV,Unvest,unvest,
UNY,Unity Ingot,unity-ingot,
UPA,Unitopia,unitopia,
UPC,UltraPay Coin,ultrapay-coin,
UPI,UPI,upi,
URG,UrGaming,urgaming,
USE,Usechain Token,usechain-token,
UTA,UtaCoin,utacoin,
UTD,Airdrop United,airdrop-united,
UTS,UTEMIS,utemis,
UZZ,Uzuras,uzuras,
VCC,VCOIN,vcoin,
VCO,Voucher Coin,voucher-coin,
VD2,VinDAX,vindax,
VDV,VDV Token,vdv-token,
VEN,VeChain,vechain,
VEO,Amoveo,amoveo,
VER,VERGO,vergo,
VGO,VirtualGoodsToken,virtualgoodstoken,
VIP,VIPChain,vipchain,
VJC,VENJOCOIN,venjocoin,
VKT,Vankia Chain,vankia-chain,
VLC,ValueChain,valuechain,
VLS,Veles,veles,
VLU,Valuto,valuto,
VMT,Vanishing Mitilena,vanishing-mitilena,
VOL,VolAir,volair,
VSC,vSportCoin,vsportcoin,
VTY,Verity,verity-token,
VVI,VV Coin,vv-coin,
VX2,ViteX Coin,vitex-coin,
WAC,Warranty Chain,warranty-chain,
WBY,WeBuy,webuy,
WCF,World Crypto Forum,world-crypto-forum,
WET,WeShow Token,weshow-token,
WEX,WaultSwap,wexcoin,
WFF,Whiff Network,whiff-network,
WGC,WeGen,wegen,
WGL,Wiggly Finance,wiggly-finance,
WGR,Wagerr,wagerr,
WIN,WinToken,wink-win,
WIX,Wixlar,wixlar,
WLK,Wolk,wolk,
WMB,WatermelonBlock,watermelonblock,
WOK,weBloc,webloc,
WRK,BlockWRK,blockwrk,
WTM,Waytom,waytom,
WVC,Waver Coin,waver-coin,
WVR,Weave,weave,
XAC,General Attention Currency,general-attention-currency,
XAO,Alloy Project,alloy-project,
XAU,Xaucoin,xaucoin,
XAX,Artax,artax,
XBT,Bricktox,bricktox,
XCD,Capdax,capdaxtoken,
XCQ,ExecuteCoin,executecoin,
XDR,Xandereum,xandereum,
XET,Eternal Token,eternal-token,
XFE,Feirm,feirm,
XGA,XGamingUP,xgamingup,
XGO,AIGO Protocol,aigo-protocol,
XHD,XRPHD,xrphd,
XID,Sphre AIR,sphre-air,
XIO,XIO,xio,
XMN,Motion,motion,
XND,Ndau,ndau,
XNS,Xeonbit Token,xeonbit-token,
XOT,Internet of Things,internet-of-things,
XPH,PHANTOM,phantom,
XPO,X-power Chain,x-power-chain,
XPT,XPToken.io,cryptobuyer,
XPV,Percival,percival,
XQC,Quras Coin,quras,
XQN,Quotient,quotient,3011
XRM,Aerum,aerum,
XRR,XchangeRate,xchangerate,
XRT,XRT Foundation,xrt-foundation,
XRX,Global Property Register,XRX,
XRY,Royalties,royalties,
XSC,XSCOIN,xscoin,
XSP,SpaikCoin,XSP,
XSR,Sucrecoin,sucrecoin,
XTD,XTD Coin,xtd-coin,
XTL,Money Tree,stellite,
XTP,tap,tap,
XTX,Xtock,xtock,
XUN,UltraNote,ultranote-coin,
XVE,The Vegan Initiative,the-vegan-initiative,
XWC,WhiteCoin,whitecoin,
XWO,WooshCoin,wooshcoin,
XYM,Symbol,symbol,
XZP,Click Chain Coin,click-chain-coin,
YAT,Yattaqi,yattaqi,
YCC,Yuan Chain Coin,yuan-chain-coin,
YCE,MYCE,myce,
YDR,YDragon,ydragon,
YEP,YEP COIN,yep-coin,
YFP,Yearn Finance Protocol,yearn-finance-protocol,
YSI,Yorkshire Inu,yorkshire-inu,
YSL,YSL,ysl,
YTA,YottaChain,yottachain,
YUP,Yup,crowdholding,
ZB2,ZeroBank,zerobank,
ZCO,Zylofon,zylofon,
ZDR,ZDR token,zdr-token,
ZDX,Zer-Dex,zer-dex,
ZIK,Ziktalk,ziktalk,
ZLC,ZelaaCoin,zelaacoin,
ZLS,Zelerius,zelerius,
ZLW,Zelwin,zelwin,
ZOD,Krypton,ZOD,
ZOM,ZOM,zom,
ZSE,ZSEcoin,zsecoin,
ZUM,ZumCoin,zumcoin,
ZWN,ZWCOIN,zwcoin,
ZXC,0xcert Protocol,0xcert,
ZXE,ZooomEx,zooomex,
ZYX,ZYX,zyx,
1337,Elite,elite,
1OF1,1OF1,1of1,
7772,Jackpot,jackpot,
7ADD,HoldToWin,holdtowin,
AAT2,Agricultural Trade Chain,agricultural-trade-chain,
ABCN,Alphabit,alphabitcoinfund,
ABLX,Able,able,
ACA2,AcashCoin,acash-coin,
ACC2,Asian-African Capital Chain,asian-african-capital-chain,
ACDC,Volt,volt,
ACES,Aces,aces,3039
ACH3,Acash,acash,
ACTN,Action Coin,action-coin,
ADAB,Adab Solutions,adab-solutions,
ADC2,Android Chain,android-chain,
ADC3,Africa Development Chain,africa-development-chain,
ADL2,Adelphoi,adelphoi,
ADS2,Alkimi,alkimi,
ADV2,AdevPlus2.0,adevplus,
ADVC,AdvertisingCoin,adv-coin,
AET2,AEROTOKEN,aerotoken,
AGLC,AgrolifeCoin,agrolifecoin,
AGOR,Agora Coin,agora-coin,
AGRI,AgriChain,agrichain,3037
AGRO,Agro Exchange,agro-exchange,
AGRS,Agoras Tokens,agoras-tokens,
AGVC,AgaveCoin,agavecoin,
AIQ2,Artiqox,artiqox,
AIRX,Aircoins,aircoins,
AKC2,Akikcoin,akikcoin,
ALC3,Arab League Coin,arab-league-coin,
ALC4,Aliencoin,aliencoin,
ALG2,Bitalgo,bitalgo,
ALLN,Airline and Life Networking,airline-and-life-networking,
ALMN,AllMasterNodes,allmasternodes,
ALP2,ALP Coin,alp-coin,
ALT2,Alt.Estate,alt-estate,
ALT3,Alta,alta,
ALTH,Alioth,alioth,
ALTX,Alttex,alttex,
AMMO,Ammo Rewards,ammo-rewards,
ANTE,TRONbet,tronbet,
ANTR,Antara,antara,
ANTX,Antimatter,antimatter,
ANY2,ANYONE,anyone,
API2,Application Programming Interface,application-programming-interfac,
APIX,APIS,apix,
APOD,AirPod,airpod,
APOT,APOT,apot,
APP3,Dappsy,dappsy,
APPR,Appreciate Coin,appreciate-coin,
ARAI,Adrenaline AI,adrenaline-ai,
ARB2,ARBITRAGE,arbitrage,
ASGC,ASG Coin,asg-coin,
ASKA,ASK Advisors,ask-advisors,
AST2,AssetStream,assetstream,
ATC2,Atlantic Coin,atlantic-coin,
ATCP,ATCPLUS,atcplus,
ATH3,Authora,authora,
ATLS,Atlas Network,atlas-network,
ATT2,Africa Trading Chain,africa-trading-chain,
ATT3,Attila,attila,
ATT5,Australian Terrier,australian-terrier,
AUCT,Auct Token,auct-token,
AUD2,Aussie  Digital,aussie-digital,
AUPC,Authpaper Coin,authpaper-coin,
AURS,Aureus,aureus,
AWR2,AwardCoin,awardcoin,
AXAI,Axai,axai,
AXC2,AXIA Coin,axia-coin,
AZU2,Azus,azus,
BAC2,Bitcoin Academy,bitcoin-academy,
BADA,Bada,bada,
BAE2,Business Application Ecological,business-application-ecological,
BALI,Bali Coin,bali-coin,
BAR2,Balance Accounted Receipt,balance-accounted-receipt,
BARE,BARE,bare,
BAXS,BoxAxis,boxaxis,
BBC4,BigBang Core,bigbang-core,
BBGC,Big Bang Game Coin,big-bang-game-coin,
BBN2,BBNcoin,bbncoin,
BBST,BBSToken,bbstoken,
BBTA,BETRA,betra,
BBTC,Baby Bitcoin,baby-bitcoin,
BBTH,BOBOTOH TOKEN,bobotoh-token,
BCCN,BancCoin,banccoin,
BCDN,BlockCDN,blockcdn,
BCEO,bitCEO,bitceo,
BCIO,Blockchain.io,blockchain-io,
BCM2,Buckstake Coin,buckstake-coin,
BCNA,BitCanna,bitcanna,
BCNX,Bcnex,bcnex,
BCP2,Bitcoin Platinums,bitcoin-platinums,3043
BCP3,Blockchain Poland,blockchain-poland,
BCPX,Bitcoin Positive,bitcoin-positive,
BCT3,Bicoin Token,bicoin-token,
BCT5,Bitcard Tour,bitcard-tour,
BCT6,Bitcratic,bitcratic,
BDCC,Bitica Coin,bitica,
BDT2,Blockonix,blockonix,
BDX2,Bright Dream X,bright-dream-x,
BEAR,3X Short Bitcoin,3x-short-bitcoin-token,
BEC2,Beauty Chain,beauty-chain,3042
BEER,Brewery Consortium Coin,brewery-consortium-coin,
BEI2,Beixiang Mall,beixiang-mall,
BEN2,BEN,ben,
BERG,BergCo Coin,bergco-coin,
BEST,Bitpanda Ecosystem Token,bitpanda,
BET4,EOSBet,eosbet,
BETN,BetaCoin,betacoin,
BFC2,Bitcoin Free,bitcoin-free-cash,
BGX2,Bit.Game,bit-game,
BGX3,BitcoinGenX,bitcoingenx,
BHD2,BENZI,benzi,
BHI2,BitHi,bithi,
BHIG,BuckHathCoin,buckhathcoin,
